level,anonymized_message
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_-_-_m_- Task Transitioned from NEW to SCHEDULED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_-_-_m_- Task Transitioned from NEW to SCHEDULED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_-_-_m_- Task Transitioned from NEW to SCHEDULED
INFO,task_-_-_r_- Task Transitioned from NEW to SCHEDULED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,task_attempt TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,attempt_-_-_r_-_- TaskAttempt Transitioned from NEW to UNASSIGNED
INFO,"mapResourceRequest:<memory:port_number, vCores:->"
INFO,"reduceResourceRequest:<memory:port_number, vCores:->"
INFO,"Event Writer setup for JobId: job_id, File: hdfs:file_path"
INFO,Before Scheduling: PendingReds:- ScheduledMaps:- ScheduledReds:- AssignedMaps:- AssignedReds:- CompletedMaps:- CompletedReds:- ContAlloc:- ContRel:- HostLocal:- RackLocal:-
INFO,"getResources() for application_id: ask=- release= - newContainers=- finishedContainers=- resourcelimit=<memory:port_number, vCores:--> knownNMs=-"
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Got allocated containers -
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,Assigned container container_-_-_-_- to task_attempt
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,After Scheduling: PendingReds:- ScheduledMaps:- ScheduledReds:- AssignedMaps:- AssignedReds:- CompletedMaps:- CompletedReds:- ContAlloc:- ContRel:- HostLocal:- RackLocal:-
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,The job-jar file on the remote FS is hdfs:file_path
INFO,The job-conf file on the remote FS is file_path
INFO,Adding #- tokens and #- secret keys for NM use for launching container
INFO,Size of containertokens_dob is -
INFO,Putting shuffle token in serviceData
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Resolved MSRA-SA--.fareast.corp.microsoft.com to file_path
INFO,task_attempt TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_-_-_-_- taskAttempt task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Launching task_attempt
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Opening proxy : MSRA-SA--.fareast.corp.microsoft.com:port_number
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,Shuffle port returned by ContainerManager for task_attempt : port_number
INFO,TaskAttempt: [task_attempt] using containerId: [container_-_-_-_- on NM: [MSRA-SA--.fareast.corp.microsoft.com:port_number]
INFO,task_attempt TaskAttempt Transitioned from ASSIGNED to RUNNING
INFO,ATTEMPT_START task_-_-_m_-
INFO,task_-_-_m_- Task Transitioned from SCHEDULED to RUNNING
INFO,"getResources() for application_id: ask=- release= - newContainers=- finishedContainers=- resourcelimit=<memory:port_number, vCores:--> knownNMs=-"
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,Auth successful for job_id (auth:SIMPLE)
INFO,JVM with ID : jvm_-_-_m_- asked for a task
INFO,JVM with ID: jvm_-_-_m_- given task: task_attempt
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,"Recalculating schedule, headroom=<memory:-, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,"Recalculating schedule, headroom=<memory:port_number, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,"Recalculating schedule, headroom=<memory:-, vCores:-->"
INFO,Reduce slow start threshold not met. completedMapsForReduceSlowstart -
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
INFO,Progress of TaskAttempt task_attempt is : -.-
